long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.001,37.61892,2024,NT,8.5,sc58,0,0,52,11,15,14,,,,,,7.49,4.13,7.28,2.162582,26.91342,13.93192,46.77,,,,,
-110.001,37.61892,2024,NT,8.5,sc59,0,0,52,11,15,14,,,,,,16.28,9.7,5.62,1.209121,23.48859,1.209121,37.08,,,,,
-110.001,37.61892,2024,NT,8.5,sc60,0,0,52,11,15,14,,,,,,2,8.15,8.15,1.549945,23.8612,11.35995,37.06,,,,,
-110.001,37.61892,2024,NT,8.5,sc61,0,0,52,11,15,14,,,,,,4.59,4.48,2.93,4.972473,24.35728,13.66908,38.15,,,,,
-110,37.58565,2021,NT,4.5,sc22,0,0,61,10,8,11,0,3.569241,35.622,78,0.190256,,,,,,,,-13.5,0.163493,0.134921,0.074869,0.08134
-110,37.58565,2021,NT,4.5,sc23,0,0,61,10,8,11,0,2.689756,35.809,76,0.000214,,,,,,,,-19.18,0.183674,0.147103,0.071223,0.125782
-110,37.58565,2021,NT,4.5,sc24,0,0,61,10,8,11,0,2.878647,36.682,88,0.058057,,,,,,,,-16.74,0.119046,0.133194,0.072444,0.106837
-110,37.58565,2021,NT,4.5,sc25,0,0,61,10,8,11,0,3.133115,36.016,86,0.020852,,,,,,,,-14.91,0.170259,0.135256,0.071867,0.074042
-110,37.58565,2021,NT,4.5,sc26,0,0,61,10,8,11,0,1.230602,36.506,82,5.11E-05,,,,,,,,-15.06,0.161631,0.149814,0.070764,0.077996
-110,37.58565,2021,NT,4.5,sc27,0,0,61,10,8,11,0,2.462441,35.106,83,0.051791,,,,,,,,-24.01,0.104432,0.134912,0.071944,0.102786
-110,37.58565,2021,NT,4.5,sc28,0,0,61,10,8,11,0,2.313383,35.399,72,0.002688,,,,,,,,-11.85,0.155818,0.128818,0.071402,0.08887
-110,37.58565,2021,NT,4.5,sc29,0,0,61,10,8,11,0,4.692953,33.517,74,0.224552,,,,,,,,-17.28,0.111296,0.122527,0.07561,0.080843
-110,37.58565,2021,NT,4.5,sc30,0,0,61,10,8,11,0,5.481218,32.66,79,0.156475,,,,,,,,-14.3,0.16991,0.150904,0.074562,0.07406
-110,37.58565,2021,NT,4.5,sc31,0,0,61,10,8,11,0,3.734632,34.481,49,0.039304,,,,,,,,-8.37,0.184497,0.154423,0.072295,0.151847
-110,37.58565,2021,NT,4.5,sc32,0,0,61,10,8,11,0,2.949037,36.112,82,0.000283,,,,,,,,-20.96,0.159168,0.115056,0.071349,0.12226
-110,37.58565,2021,NT,4.5,sc33,0,0,61,10,8,11,0,2.949751,35.27,82,0.021198,,,,,,,,-17.35,0.07852,0.072214,0.071829,0.109699
-110,37.58565,2021,NT,4.5,sc34,0,0,61,10,8,11,0,2.530329,35.347,89,0.006698,,,,,,,,-14.46,0.13393,0.1084,0.071458,0.118173
-110,37.58565,2021,NT,4.5,sc35,0,0,61,10,8,11,0,5.441393,35.285,67,0.078245,,,,,,,,-20.76,0.181258,0.13617,0.073282,0.154084
-110,37.58565,2021,NT,4.5,sc36,0,0,61,10,8,11,0,5.409096,34.65,83,0.004323,,,,,,,,-12.8,0.094593,0.081561,0.072102,0.078537
-110,37.58565,2021,NT,4.5,sc37,0,0,61,10,8,11,0,4.426104,35.128,72,0.024258,,,,,,,,-13.1,0.183525,0.140415,0.072485,0.089434
-110,37.58565,2021,NT,4.5,sc38,0,0,61,10,8,11,0,5.257828,39.18,71,0.830664,,,,,,,,-11.84,0.154327,0.134761,0.086055,0.146889
-110,37.58565,2021,NT,4.5,sc39,0,0,61,10,8,11,0,0.573699,36.962,79,4.71E-08,,,,,,,,-9.25,0.175183,0.134969,0.070506,0.08295
-110,37.58565,2021,NT,4.5,sc40,0,0,61,10,8,11,0,4.899183,34.073,86,0.208149,,,,,,,,-16.74,0.176152,0.136246,0.075565,0.118503
-110,37.58565,2021,NT,4.5,sc41,0,0,61,10,8,11,0,5.440124,35.334,76,0.216163,,,,,,,,-13.98,0.182233,0.137999,0.075477,0.084933
-110,37.58565,2021,NT,8.5,sc42,0,0,61,10,8,11,0,2.516017,35.334,82,0.00735,,,,,,,,-17.45,0.16936,0.141591,0.071605,0.093195
-110,37.58565,2021,NT,8.5,sc43,0,0,61,10,8,11,0,1.44531,36.938,83,0.000657,,,,,,,,-18.02,0.162164,0.141153,0.071141,0.093462
-110,37.58565,2021,NT,8.5,sc44,0,0,61,10,8,11,0,3.81077,36.323,62,0.308016,,,,,,,,-10.39,0.168461,0.136165,0.076938,0.120315
-110,37.58565,2021,NT,8.5,sc45,0,0,61,10,8,11,0,2.829975,36.801,87,0.165673,,,,,,,,-13.75,0.148062,0.139733,0.073953,0.129098
-110,37.58565,2021,NT,8.5,sc46,0,0,61,10,8,11,0,1.748012,35.283,83,0.1347,,,,,,,,-10.96,0.132954,0.117884,0.073351,0.081371
-110,37.58565,2021,NT,8.5,sc47,0,0,61,10,8,11,0,2.648007,35.333,78,0.01012,,,,,,,,-21.91,0.137969,0.140949,0.071793,0.116496
-110,37.58565,2021,NT,8.5,sc48,0,0,61,10,8,11,0,3.009996,35.347,69,0.105341,,,,,,,,-12.57,0.188188,0.145472,0.073086,0.0865
-110,37.58565,2021,NT,8.5,sc49,0,0,61,10,8,11,0,2.898553,36.262,75,0.000432,,,,,,,,-23.65,0.185595,0.125422,0.071527,0.077099
-110,37.58565,2021,NT,8.5,sc50,0,0,61,10,8,11,0,5.448703,32.045,83,0.210891,,,,,,,,-21.09,0.173629,0.147062,0.075667,0.106005
-110,37.58565,2021,NT,8.5,sc51,0,0,61,10,8,11,0,4.602973,34.333,80,0.469127,,,,,,,,-15.77,0.181385,0.120061,0.079441,0.164122
-110,37.58565,2021,NT,8.5,sc52,0,0,61,10,8,11,0,4.520332,34.054,87,0.499192,,,,,,,,-19.38,0.177037,0.150442,0.080027,0.091612
-110,37.58565,2021,NT,8.5,sc53,0,0,61,10,8,11,0,3.328254,35.358,87,0.029772,,,,,,,,-14.18,0.076016,0.071783,0.071834,0.122073
-110,37.58565,2021,NT,8.5,sc54,0,0,61,10,8,11,0,2.348725,36.256,84,0.006701,,,,,,,,-15.56,0.100431,0.138789,0.071202,0.072619
-110,37.58565,2021,NT,8.5,sc55,0,0,61,10,8,11,0,6.523792,34.364,79,0.447557,,,,,,,,-13.1,0.183839,0.138362,0.079483,0.100205
-110,37.58565,2021,NT,8.5,sc56,0,0,61,10,8,11,0,4.64936,34.056,83,0.458517,,,,,,,,-13.5,0.180411,0.144212,0.079708,0.094265
-110,37.58565,2021,NT,8.5,sc57,0,0,61,10,8,11,0,2.718238,36.1,52,0.12596,,,,,,,,-8.18,0.130264,0.139875,0.073432,0.082626
-110,37.58565,2021,NT,8.5,sc58,0,0,61,10,8,11,0,5.086762,39.754,60,0.26631,,,,,,,,-22.13,0.103408,0.082496,0.076586,0.078749
-110,37.58565,2021,NT,8.5,sc59,0,0,61,10,8,11,0,3.67324,35.431,61,0.118519,,,,,,,,-8.36,0.155321,0.110441,0.073077,0.176598
-110,37.58565,2021,NT,8.5,sc60,0,0,61,10,8,11,0,3.321752,35.401,89,0.090402,,,,,,,,-17.05,0.080897,0.095617,0.073247,0.117017
-110,37.58565,2021,NT,8.5,sc61,0,0,61,10,8,11,0,1.126836,36.336,56,0.005025,,,,,,,,-15.84,0.16754,0.148547,0.070966,0.112081
-110,37.58565,2022,NT,4.5,sc22,0,0,61,10,8,11,0,2.852046,36.019,82,0.032837,,,,,,,,-8.56,0.101136,0.099701,0.071034,0.077084
-110,37.58565,2022,NT,4.5,sc23,0,0,61,10,8,11,0,3.334134,35.922,68,0.006165,,,,,,,,-12.22,0.186183,0.1347,0.071659,0.136122
-110,37.58565,2022,NT,4.5,sc24,0,0,61,10,8,11,0,3.426944,35.548,66,0.070534,,,,,,,,-8.74,0.177925,0.134256,0.072823,0.103696
-110,37.58565,2022,NT,4.5,sc25,0,0,61,10,8,11,0,2.707842,36.616,85,0.017868,,,,,,,,-13.28,0.126245,0.151075,0.071282,0.078195
-110,37.58565,2022,NT,4.5,sc26,0,0,61,10,8,11,0,4.360786,34.623,89,0.171007,,,,,,,,-30.23,0.078091,0.096045,0.074836,0.078278
-110,37.58565,2022,NT,4.5,sc27,0,0,61,10,8,11,0,3.109663,35.78,78,0.106295,,,,,,,,-20.68,0.106582,0.087303,0.073389,0.083031
-110,37.58565,2022,NT,4.5,sc28,0,0,61,10,8,11,0,4.236989,35.142,81,1.208202,,,,,,,,-15.93,0.107253,0.123901,0.092038,0.072361
-110,37.58565,2022,NT,4.5,sc29,0,0,61,10,8,11,0,2.488127,37.342,75,0.000292,,,,,,,,-19.07,0.11097,0.08962,0.071113,0.074124
-110,37.58565,2022,NT,4.5,sc30,0,0,61,10,8,11,0,4.566322,36.095,79,0.208805,,,,,,,,-12.42,0.085868,0.095079,0.075274,0.08897
-110,37.58565,2022,NT,4.5,sc31,0,0,61,10,8,11,0,4.426057,35.545,55,0.156544,,,,,,,,-8.25,0.179551,0.128414,0.074422,0.125564
-110,37.58565,2022,NT,4.5,sc32,0,0,61,10,8,11,0,2.089072,37.053,70,0.00029,,,,,,,,-9.81,0.173478,0.118017,0.071116,0.118166
-110,37.58565,2022,NT,4.5,sc33,0,0,61,10,8,11,0,1.965262,36.409,81,0.165509,,,,,,,,-19.71,0.15804,0.135509,0.073728,0.149191
-110,37.58565,2022,NT,4.5,sc34,0,0,61,10,8,11,0,2.691135,34.474,77,0.448875,,,,,,,,-13.13,0.162508,0.141984,0.078906,0.171843
-110,37.58565,2022,NT,4.5,sc35,0,0,61,10,8,11,0,1.984239,35.804,86,0.000139,,,,,,,,-15.71,0.157723,0.136051,0.07084,0.093526
-110,37.58565,2022,NT,4.5,sc36,0,0,61,10,8,11,0,2.945816,35.673,79,0.054286,,,,,,,,-10.73,0.092382,0.080667,0.072738,0.102541
-110,37.58565,2022,NT,4.5,sc37,0,0,61,10,8,11,0,2.107393,35.608,74,0.000183,,,,,,,,-15.06,0.101795,0.083976,0.070946,0.079275
-110,37.58565,2022,NT,4.5,sc38,0,0,61,10,8,11,0,5.114788,37.932,76,0.572046,,,,,,,,-12.06,0.173553,0.129873,0.081684,0.100278
-110,37.58565,2022,NT,4.5,sc39,0,0,61,10,8,11,0,3.368813,36.05,71,0.049336,,,,,,,,-12.83,0.101493,0.089153,0.072551,0.073498
-110,37.58565,2022,NT,4.5,sc40,0,0,61,10,8,11,0,3.857229,37.521,84,0.002414,,,,,,,,-12.49,0.180184,0.139957,0.071586,0.100983
-110,37.58565,2022,NT,4.5,sc41,0,0,61,10,8,11,0,2.504984,37.2,82,0.003391,,,,,,,,-26.6,0.097906,0.097089,0.071314,0.073127
-110,37.58565,2022,NT,8.5,sc42,0,0,61,10,8,11,0,3.117248,36.004,77,0.000662,,,,,,,,-13.13,0.16193,0.14219,0.071666,0.098907
-110,37.58565,2022,NT,8.5,sc43,0,0,61,10,8,11,0,5.463674,36.181,69,0.173832,,,,,,,,-8.48,0.148832,0.142435,0.074802,0.112924
-110,37.58565,2022,NT,8.5,sc44,0,0,61,10,8,11,0,2.931209,36.339,68,0.1804,,,,,,,,-16.02,0.165114,0.123604,0.074686,0.079738
-110,37.58565,2022,NT,8.5,sc45,0,0,61,10,8,11,0,3.992295,37.646,69,0.052245,,,,,,,,-8.91,0.164956,0.140429,0.0722,0.092034
-110,37.58565,2022,NT,8.5,sc46,0,0,61,10,8,11,0,1.720829,38.363,77,9.34E-05,,,,,,,,-8.26,0.099147,0.081375,0.070554,0.079159
-110,37.58565,2022,NT,8.5,sc47,0,0,61,10,8,11,0,2.108359,36.642,75,0.208569,,,,,,,,-12.64,0.169548,0.134397,0.074826,0.078936
-110,37.58565,2022,NT,8.5,sc48,0,0,61,10,8,11,0,4.715632,37.816,86,0.202191,,,,,,,,-13.02,0.138123,0.094052,0.075047,0.073828
-110,37.58565,2022,NT,8.5,sc49,0,0,61,10,8,11,0,2.404723,35.947,68,0.000219,,,,,,,,-10.05,0.124707,0.143976,0.070795,0.101033
-110,37.58565,2022,NT,8.5,sc50,0,0,61,10,8,11,0,5.810749,32.007,79,0.178325,,,,,,,,-13.05,0.152192,0.143974,0.074977,0.094142
-110,37.58565,2022,NT,8.5,sc51,0,0,61,10,8,11,0,2.963394,37.666,69,0.32348,,,,,,,,-18,0.159729,0.143643,0.076816,0.167317
-110,37.58565,2022,NT,8.5,sc52,0,0,61,10,8,11,0,2.4734,37.195,65,0.009507,,,,,,,,-8.77,0.123568,0.100011,0.071385,0.071944
-110,37.58565,2022,NT,8.5,sc53,0,0,61,10,8,11,0,2.799347,35.297,83,0.000201,,,,,,,,-11.56,0.136174,0.096101,0.071107,0.134695
-110,37.58565,2022,NT,8.5,sc54,0,0,61,10,8,11,0,3.818939,36.106,75,0.484102,,,,,,,,-10.1,0.152237,0.139941,0.079585,0.074723
-110,37.58565,2022,NT,8.5,sc55,0,0,61,10,8,11,0,5.014785,35.613,63,0.201755,,,,,,,,-8.79,0.151894,0.154312,0.074825,0.091867
-110,37.58565,2022,NT,8.5,sc56,0,0,61,10,8,11,0,1.999676,36.527,81,0.049864,,,,,,,,-15.64,0.126338,0.104716,0.072269,0.095186
-110,37.58565,2022,NT,8.5,sc57,0,0,61,10,8,11,0,2.240395,38.542,55,0.015444,,,,,,,,-7.07,0.077389,0.096167,0.071439,0.141469
-110,37.58565,2022,NT,8.5,sc58,0,0,61,10,8,11,0,2.62514,40.178,58,0.042221,,,,,,,,-12.04,0.127969,0.129996,0.07205,0.078248
-110,37.58565,2022,NT,8.5,sc59,0,0,61,10,8,11,0,5.056577,36.276,86,0.314623,,,,,,,,-19.67,0.180522,0.129318,0.077171,0.109047
-110,37.58565,2022,NT,8.5,sc60,0,0,61,10,8,11,0,4.277521,35.159,81,0.117795,,,,,,,,-15.35,0.17553,0.143288,0.073753,0.085595
-110,37.58565,2022,NT,8.5,sc61,0,0,61,10,8,11,0,1.96469,37.164,82,0.016451,,,,,,,,-12.29,0.18301,0.136165,0.071519,0.091196
-110,37.58565,2023,NT,4.5,sc22,0,0,61,10,8,11,0,2.461391,36.119,83,0.004976,,,,,,,,-14.02,0.091976,0.083629,0.071545,0.105416
-110,37.58565,2023,NT,4.5,sc23,0,0,61,10,8,11,0,4.250432,34.385,82,0.002445,,,,,,,,-12.64,0.183893,0.129976,0.071582,0.088242
-110,37.58565,2023,NT,4.5,sc24,0,0,61,10,8,11,0,2.081405,37.133,79,0.000255,,,,,,,,-10.85,0.155506,0.111594,0.07107,0.073264
-110,37.58565,2023,NT,4.5,sc25,0,0,61,10,8,11,0,5.268454,35.744,66,0.723225,,,,,,,,-15.23,0.14676,0.143307,0.084414,0.07648
-110,37.58565,2023,NT,4.5,sc26,0,0,61,10,8,11,0,0.602083,36.234,81,4.71E-08,,,,,,,,-11,0.101755,0.136362,0.070183,0.077585
-110,37.58565,2023,NT,4.5,sc27,0,0,61,10,8,11,0,3.592231,35.428,73,0.000428,,,,,,,,-12.15,0.105628,0.096104,0.071673,0.090675
-110,37.58565,2023,NT,4.5,sc28,0,0,61,10,8,11,0,2.928143,35.139,86,0.000308,,,,,,,,-18.8,0.088795,0.076501,0.071201,0.143667
-110,37.58565,2023,NT,4.5,sc29,0,0,61,10,8,11,0,3.809292,35.372,80,0.030603,,,,,,,,-20.66,0.091804,0.102586,0.07229,0.101307
-110,37.58565,2023,NT,4.5,sc30,0,0,61,10,8,11,0,2.478265,36.394,79,0.034055,,,,,,,,-18.14,0.123293,0.137341,0.071266,0.168303
-110,37.58565,2023,NT,4.5,sc31,0,0,61,10,8,11,0,4.123938,35.368,89,1.912021,,,,,,,,-19.26,0.165234,0.113817,0.104446,0.133897
-110,37.58565,2023,NT,4.5,sc32,0,0,61,10,8,11,0,3.35008,37.95,81,0.150372,,,,,,,,-8.98,0.109574,0.094435,0.074269,0.143282
-110,37.58565,2023,NT,4.5,sc33,0,0,61,10,8,11,0,4.770735,35.176,80,0.253966,,,,,,,,-12.67,0.180959,0.138412,0.076009,0.119496
-110,37.58565,2023,NT,4.5,sc34,0,0,61,10,8,11,0,3.24232,37.052,67,0.000794,,,,,,,,-10.4,0.160058,0.144986,0.071272,0.094323
-110,37.58565,2023,NT,4.5,sc35,0,0,61,10,8,11,0,3.527878,36.416,75,0.06946,,,,,,,,-11.83,0.123139,0.097425,0.072874,0.137353
-110,37.58565,2023,NT,4.5,sc36,0,0,61,10,8,11,0,3.944215,34.677,70,0.291977,,,,,,,,-12.21,0.178412,0.148387,0.076253,0.156402
-110,37.58565,2023,NT,4.5,sc37,0,0,61,10,8,11,0,1.775267,37.924,65,4.71E-08,,,,,,,,-10.23,0.123189,0.104486,0.071039,0.130201
-110,37.58565,2023,NT,4.5,sc38,0,0,61,10,8,11,0,3.5921,37.771,79,0.288225,,,,,,,,-14.86,0.162465,0.126256,0.076558,0.107878
-110,37.58565,2023,NT,4.5,sc39,0,0,61,10,8,11,0,4.582957,35.682,82,0.446024,,,,,,,,-23.08,0.111011,0.10254,0.078784,0.103946
-110,37.58565,2023,NT,4.5,sc40,0,0,61,10,8,11,0,3.630927,33.182,81,0.000374,,,,,,,,-12.03,0.128841,0.125755,0.07158,0.080043
-110,37.58565,2023,NT,4.5,sc41,0,0,61,10,8,11,0,3.455259,36.353,76,0.111846,,,,,,,,-11.6,0.097663,0.121633,0.073782,0.080008
-110,37.58565,2023,NT,8.5,sc42,0,0,61,10,8,11,0,5.464179,35.105,69,0.5883,,,,,,,,-11.4,0.125657,0.104481,0.081755,0.113465
-110,37.58565,2023,NT,8.5,sc43,0,0,61,10,8,11,0,4.08714,36.336,67,0.584829,,,,,,,,-15.56,0.180612,0.130404,0.081478,0.117682
-110,37.58565,2023,NT,8.5,sc44,0,0,61,10,8,11,0,3.07756,35.206,62,0.882395,,,,,,,,-11.31,0.149792,0.162183,0.086352,0.108789
-110,37.58565,2023,NT,8.5,sc45,0,0,61,10,8,11,0,3.786934,35.768,58,0.059094,,,,,,,,-11.33,0.124784,0.112898,0.07262,0.0822
-110,37.58565,2023,NT,8.5,sc46,0,0,61,10,8,11,0,1.987173,36,88,0.056126,,,,,,,,-13.46,0.127525,0.105447,0.072203,0.151652
-110,37.58565,2023,NT,8.5,sc47,0,0,61,10,8,11,0,4.877708,34.369,72,0.121948,,,,,,,,-17.27,0.138805,0.123817,0.074055,0.10549
-110,37.58565,2023,NT,8.5,sc48,0,0,61,10,8,11,0,5.500727,35.565,82,0.900611,,,,,,,,-19.29,0.117151,0.085776,0.086999,0.106686
-110,37.58565,2023,NT,8.5,sc49,0,0,61,10,8,11,0,3.72018,34.67,73,0.561311,,,,,,,,-10.72,0.171113,0.126513,0.081254,0.153495
-110,37.58565,2023,NT,8.5,sc50,0,0,61,10,8,11,0,5.446844,34.13,54,0.64676,,,,,,,,-10.74,0.179366,0.13655,0.082971,0.144144
-110,37.58565,2023,NT,8.5,sc51,0,0,61,10,8,11,0,2.934315,37.019,55,0.008611,,,,,,,,-11.42,0.185165,0.142801,0.071489,0.138547
-110,37.58565,2023,NT,8.5,sc52,0,0,61,10,8,11,0,5.394137,34.095,64,0.377313,,,,,,,,-17.51,0.124181,0.160147,0.077991,0.090266
-110,37.58565,2023,NT,8.5,sc53,0,0,61,10,8,11,0,5.284509,35.979,75,0.193774,,,,,,,,-10.11,0.18554,0.147202,0.075376,0.075233
-110,37.58565,2023,NT,8.5,sc54,0,0,61,10,8,11,0,1.083021,36.074,77,4.71E-08,,,,,,,,-10.97,0.119795,0.141658,0.070569,0.08707
-110,37.58565,2023,NT,8.5,sc55,0,0,61,10,8,11,0,7.568358,35.174,72,0.968328,,,,,,,,-12.21,0.122776,0.130872,0.088598,0.139224
-110,37.58565,2023,NT,8.5,sc56,0,0,61,10,8,11,0,4.510138,34.504,79,0.230394,,,,,,,,-11.24,0.127891,0.12747,0.075967,0.094646
-110,37.58565,2023,NT,8.5,sc57,0,0,61,10,8,11,0,2.769807,37.69,75,0.171326,,,,,,,,-13.04,0.18861,0.129132,0.074206,0.104693
-110,37.58565,2023,NT,8.5,sc58,0,0,61,10,8,11,0,2.250995,38.945,76,0.000263,,,,,,,,-12,0.09334,0.101536,0.071266,0.103285
-110,37.58565,2023,NT,8.5,sc59,0,0,61,10,8,11,0,5.903066,36.173,88,0.419118,,,,,,,,-17.05,0.121576,0.131739,0.079176,0.097522
-110,37.58565,2023,NT,8.5,sc60,0,0,61,10,8,11,0,2.823948,36.436,81,0.034796,,,,,,,,-8.6,0.129972,0.096988,0.072213,0.081294
-110,37.58565,2023,NT,8.5,sc61,0,0,61,10,8,11,0,2.558677,36.649,86,0.017135,,,,,,,,-20.74,0.132761,0.140482,0.07167,0.080605
-110,37.58565,2024,NT,4.5,sc22,0,0,61,10,8,11,0,4.09856,34.641,68,0.282534,,,,,,,,-12.2,0.1728,0.142265,0.076588,0.121892
-110,37.58565,2024,NT,4.5,sc23,0,0,61,10,8,11,0,3.704086,38.09,78,0.126762,,,,,,,,-16.75,0.118708,0.124493,0.073709,0.118128
-110,37.58565,2024,NT,4.5,sc24,0,0,61,10,8,11,0,4.614752,35.148,68,0.066974,,,,,,,,-13.78,0.090888,0.099449,0.073079,0.095772
-110,37.58565,2024,NT,4.5,sc25,0,0,61,10,8,11,0,2.855181,37.648,84,0.006244,,,,,,,,-17.07,0.170024,0.139783,0.071671,0.071849
-110,37.58565,2024,NT,4.5,sc26,0,0,61,10,8,11,0,2.667067,36.092,83,0.000246,,,,,,,,-7.79,0.076962,0.072925,0.070582,0.075095
-110,37.58565,2024,NT,4.5,sc27,0,0,61,10,8,11,0,2.058704,36.179,68,0.0002,,,,,,,,-14.87,0.176872,0.140867,0.071175,0.089401
-110,37.58565,2024,NT,4.5,sc28,0,0,61,10,8,11,0,2.87934,36.492,66,0.120979,,,,,,,,-12.01,0.182426,0.128168,0.073258,0.0931
-110,37.58565,2024,NT,4.5,sc29,0,0,61,10,8,11,0,2.378015,35.706,74,0.000344,,,,,,,,-11.68,0.159276,0.143871,0.071466,0.099275
-110,37.58565,2024,NT,4.5,sc30,0,0,61,10,8,11,0,4.38157,33.339,77,0.568509,,,,,,,,-11.84,0.184409,0.140843,0.081364,0.116757
-110,37.58565,2024,NT,4.5,sc31,0,0,61,10,8,11,0,1.212464,38.465,60,0.000126,,,,,,,,-8.08,0.180105,0.153842,0.070438,0.076537
-110,37.58565,2024,NT,4.5,sc32,0,0,61,10,8,11,0,4.099536,35.466,82,0.0896,,,,,,,,-14.85,0.183775,0.129832,0.072688,0.11502
-110,37.58565,2024,NT,4.5,sc33,0,0,61,10,8,11,0,5.576936,34.85,83,2.066058,,,,,,,,-15.92,0.165022,0.139201,0.106976,0.148953
-110,37.58565,2024,NT,4.5,sc34,0,0,61,10,8,11,0,3.1568,35.594,73,0.578818,,,,,,,,-24.61,0.178906,0.13652,0.081061,0.137881
-110,37.58565,2024,NT,4.5,sc35,0,0,61,10,8,11,0,2.697385,35.839,75,0.837813,,,,,,,,-9.53,0.145865,0.14004,0.085546,0.116154
-110,37.58565,2024,NT,4.5,sc36,0,0,61,10,8,11,0,5.83256,35.726,73,1.316142,,,,,,,,-14.59,0.175368,0.139206,0.094313,0.123264
-110,37.58565,2024,NT,4.5,sc37,0,0,61,10,8,11,0,3.248992,38.608,69,0.293715,,,,,,,,-9.01,0.136204,0.113812,0.076648,0.136376
-110,37.58565,2024,NT,4.5,sc38,0,0,61,10,8,11,0,3.599577,37.726,69,0.030071,,,,,,,,-10.4,0.154668,0.155783,0.07251,0.092989
-110,37.58565,2024,NT,4.5,sc39,0,0,61,10,8,11,0,1.832972,37.569,77,0.036948,,,,,,,,-14.13,0.094744,0.085569,0.071553,0.079551
-110,37.58565,2024,NT,4.5,sc40,0,0,61,10,8,11,0,3.026452,35.536,89,0.2436,,,,,,,,-17.14,0.086726,0.102291,0.075527,0.09209
-110,37.58565,2024,NT,4.5,sc41,0,0,61,10,8,11,0,2.832474,36.911,84,0.004208,,,,,,,,-10.52,0.095209,0.0796,0.071484,0.076437
-110,37.58565,2024,NT,8.5,sc42,0,0,61,10,8,11,0,3.475769,37.213,84,0.544453,,,,,,,,-15.3,0.173824,0.145479,0.080157,0.077549
-110,37.58565,2024,NT,8.5,sc43,0,0,61,10,8,11,0,2.827677,36.034,84,0.000304,,,,,,,,-16.61,0.180247,0.142801,0.071126,0.148651
-110,37.58565,2024,NT,8.5,sc44,0,0,61,10,8,11,0,3.401293,36.22,83,0.232325,,,,,,,,-16.31,0.151153,0.135359,0.075408,0.14412
-110,37.58565,2024,NT,8.5,sc45,0,0,61,10,8,11,0,1.905098,37.343,77,0.004632,,,,,,,,-13.77,0.144087,0.108116,0.071032,0.126163
-110,37.58565,2024,NT,8.5,sc46,0,0,61,10,8,11,0,2.146788,36.588,83,0.003743,,,,,,,,-7.5,0.151231,0.10572,0.071098,0.091451
-110,37.58565,2024,NT,8.5,sc47,0,0,61,10,8,11,0,3.426617,36.943,71,0.079244,,,,,,,,-7.85,0.123603,0.11608,0.072892,0.092896
-110,37.58565,2024,NT,8.5,sc48,0,0,61,10,8,11,0,1.67199,35.945,84,0.000245,,,,,,,,-11.37,0.097177,0.079513,0.070816,0.073339
-110,37.58565,2024,NT,8.5,sc49,0,0,61,10,8,11,0,2.531439,34.937,75,0.200905,,,,,,,,-15.29,0.182223,0.13078,0.074655,0.083757
-110,37.58565,2024,NT,8.5,sc50,0,0,61,10,8,11,0,2.79939,36.176,73,0.001287,,,,,,,,-12.92,0.17986,0.154335,0.071524,0.103239
-110,37.58565,2024,NT,8.5,sc51,0,0,61,10,8,11,0,5.216295,35.297,85,0.072398,,,,,,,,-16.6,0.184582,0.146126,0.072904,0.143019
-110,37.58565,2024,NT,8.5,sc52,0,0,61,10,8,11,0,3.51222,37.422,60,0.103187,,,,,,,,-16.73,0.16238,0.148655,0.073005,0.146418
-110,37.58565,2024,NT,8.5,sc53,0,0,61,10,8,11,0,2.196942,36.359,79,0.002339,,,,,,,,-11.67,0.080649,0.086307,0.071172,0.106894
-110,37.58565,2024,NT,8.5,sc54,0,0,61,10,8,11,0,1.359095,37.157,87,4.38E-05,,,,,,,,-17.42,0.146148,0.139186,0.07054,0.084542
-110,37.58565,2024,NT,8.5,sc55,0,0,61,10,8,11,0,1.230317,38.761,76,9.12E-05,,,,,,,,-22.26,0.156823,0.139277,0.070449,0.130088
-110,37.58565,2024,NT,8.5,sc56,0,0,61,10,8,11,0,2.899394,37.941,83,0.029913,,,,,,,,-12.48,0.128297,0.112229,0.071867,0.124891
-110,37.58565,2024,NT,8.5,sc57,0,0,61,10,8,11,0,3.601523,36.388,59,0.167504,,,,,,,,-12.16,0.130706,0.150836,0.074411,0.099285
-110,37.58565,2024,NT,8.5,sc58,0,0,61,10,8,11,0,2.34526,41.747,63,0.075186,,,,,,,,-12.16,0.170523,0.123031,0.072504,0.082995
-110,37.58565,2024,NT,8.5,sc59,0,0,61,10,8,11,0,2.94671,35.683,74,0.260887,,,,,,,,-10.38,0.142589,0.126803,0.076033,0.099236
-110,37.58565,2024,NT,8.5,sc60,0,0,61,10,8,11,0,3.593147,36.569,81,0.097252,,,,,,,,-10.61,0.1122,0.085281,0.073507,0.119877
-110,37.58565,2024,NT,8.5,sc61,0,0,61,10,8,11,0,2.478258,36.949,55,0.055274,,,,,,,,-7.56,0.136008,0.101341,0.071971,0.105399
