long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0365,37.60096,2024,NT,4.5,sc31,6,0,59,10,11,14,0,1.140466,38.976,55,0.000155244,4.85,1.57,4.85,4.035165,24.07261,4.035165,40.05,-7.38,0.12496,0.1021677,0.04299486,0.05036148
-110.0365,37.60096,2024,NT,4.5,sc32,6,0,59,10,11,14,0,3.855423,35.991,75,0.07375837,9.56,7.27,9.56,1.065549,24.60538,13.40984,36.87,-14.21,0.1362029,0.07378867,0.04576419,0.07671668
-110.0365,37.60096,2024,NT,4.5,sc33,6,0,59,10,11,14,0,5.417822,35.408,77,1.065023,8.23,19.12,,0.6532967,23.10766,,36.56,-14.6,0.1014028,0.08526659,0.071853,0.1011082
-110.0365,37.60096,2024,NT,4.5,sc34,6,0,59,10,11,14,0,3.060745,36.141,72,0.4799707,9.37,8.64,4.98,-0.3239011,24.50098,12.53505,37.14,-24.12,0.1380147,0.07449104,0.05623105,0.1020783
-110.0365,37.60096,2024,NT,4.5,sc35,6,0,59,10,11,14,0,2.512025,36.357,70,0.4486134,2.92,8.75,2.92,3.029451,24.36332,3.029451,37.37,-8.98,0.07363497,0.08283487,0.05534056,0.07654093
-110.0365,37.60096,2024,NT,4.5,sc36,6,0,59,10,11,14,0,5.533076,36.264,67,0.8382366,2.98,17.11,11.67,2.065275,23.02761,12.56335,37.79,-15.24,0.1200463,0.07443322,0.06618595,0.07729187
-110.0365,37.60096,2024,NT,4.5,sc37,6,0,59,10,11,14,0,3.181475,39.138,62,0.2874349,2.42,9.73,9.73,3.398626,26.33212,26.33212,41.38,-8.49,0.06332036,0.05255193,0.05182695,0.1051466
-110.0365,37.60096,2024,NT,4.5,sc38,6,0,59,10,11,14,0,3.177269,38.26,60,0.01152166,7.28,6.01,9.34,2.692033,24.19342,13.7839,39.32,-10.09,0.1194824,0.08983806,0.04511557,0.06381536
-110.0365,37.60096,2024,NT,4.5,sc39,6,0,59,10,11,14,0,1.638769,38.065,74,0.03495264,4.55,3.88,3.87,1.432198,25.35533,13.26165,38.78,-12.73,0.0562137,0.04626681,0.04458711,0.05168505
-110.0365,37.60096,2024,NT,4.5,sc40,6,0,59,10,11,14,0,2.77299,36.039,88,0.2207671,7,6.53,,-2.434945,24.50391,,37.19,-16.57,0.05497697,0.06003133,0.049795,0.06919737
-110.0365,37.60096,2024,NT,4.5,sc41,6,0,59,10,11,14,0,2.569757,37.431,80,0.000812988,3.73,4.24,,1.120824,25.24853,,38.57,-9.82,0.05668706,0.04654804,0.04419644,0.04907752
-110.0365,37.60096,2024,NT,8.5,sc42,6,0,59,10,11,14,0,3.427416,37.712,81,0.4936816,9.87,9.57,6.45,-0.2158242,24.80908,13.38857,39.36,-14.38,0.1328948,0.09285903,0.05628428,0.04844772
-110.0365,37.60096,2024,NT,8.5,sc43,6,0,59,10,11,14,0,2.723091,36.559,80,0.000220366,5.94,4.16,,1.214176,24.14429,,37.97,-16.13,0.1272079,0.08713471,0.0438634,0.10078
-110.0365,37.60096,2024,NT,8.5,sc44,6,0,59,10,11,14,0,3.305908,36.722,70,0.1908236,5.96,8.45,5.97,0.5265385,25.69033,13.16918,37.17,-15.69,0.1281988,0.08085504,0.04909254,0.1058865
-110.0365,37.60096,2024,NT,8.5,sc45,6,0,59,10,11,14,0,1.835043,37.83,69,0.004784722,5.31,3.19,,2.01011,25.90098,,38.69,-12.99,0.1233316,0.06388243,0.04378383,0.08220811
-110.0365,37.60096,2024,NT,8.5,sc46,6,0,59,10,11,14,0,1.972409,37.099,80,0.002118571,2.95,2.26,2.26,1.89467,24.87049,13.02984,37.71,-7.02,0.07207704,0.04678325,0.04365379,0.06624032
-110.0365,37.60096,2024,NT,8.5,sc47,6,0,59,10,11,14,0,3.193741,37.46,60,0.05731371,3.23,5.72,3.23,3.463681,25.31223,3.463681,38.75,-7.18,0.08511508,0.06612178,0.04579478,0.0651187
-110.0365,37.60096,2024,NT,8.5,sc48,6,0,59,10,11,14,0,1.5547,36.444,80,0.000290437,2.57,2.4,,1.001978,24.14516,,37.85,-11.03,0.05027874,0.04707539,0.04352901,0.04597075
-110.0365,37.60096,2024,NT,8.5,sc49,6,0,59,10,11,14,0,2.19765,35.428,68,0.1244243,5.87,4.7,,1.249341,24.11658,,36.16,-14.88,0.1310909,0.07136981,0.04715454,0.05755826
-110.0365,37.60096,2024,NT,8.5,sc50,6,0,59,10,11,14,0,2.68334,36.684,65,0.001635059,5.95,4.71,,2.38489,23.60527,,38.34,-12.61,0.126482,0.08630956,0.04430908,0.08054161
-110.0365,37.60096,2024,NT,8.5,sc51,6,0,59,10,11,14,0,4.91258,35.789,83,0.0499086,13.39,8.28,5.73,-0.5591209,24.81364,13.32663,36.2,-15.89,0.1395984,0.08206806,0.04569139,0.1077916
-110.0365,37.60096,2024,NT,8.5,sc52,6,0,59,10,11,14,0,3.21788,37.906,57,0.1031058,8.54,6.46,6.46,2.567033,25.50918,25.50918,38.78,-16.13,0.1310057,0.09614384,0.04656096,0.1066496
-110.0365,37.60096,2024,NT,8.5,sc53,6,0,59,10,11,14,0,1.929403,36.855,74,0.000165605,2.08,2.59,,1.613242,24.47641,,37.82,-11.1,0.04827375,0.06112409,0.04377474,0.08630967
-110.0365,37.60096,2024,NT,8.5,sc54,6,0,59,10,11,14,0,1.106975,37.632,81,5.14E-05,7.2,1.37,,-0.6363736,26.65196,,38.23,-16.86,0.1266164,0.08597235,0.04312634,0.05604581
-110.0365,37.60096,2024,NT,8.5,sc55,6,0,59,10,11,14,0,1.070024,39.222,71,0.000114056,5.93,1.57,13.8,1.852308,26.30701,11.64505,40.24,-21.06,0.09428957,0.08273283,0.04295647,0.09038662
-110.0365,37.60096,2024,NT,8.5,sc56,6,0,59,10,11,14,0,2.658003,38.447,79,0.02159697,5.62,4.87,5.62,1.756099,24.11745,24.11745,39.4,-12.35,0.09582103,0.0626572,0.04464667,0.1075695
-110.0365,37.60096,2024,NT,8.5,sc57,6,0,59,10,11,14,0,3.261004,36.898,51,0.1368223,5.97,7.86,8.99,3.826538,24.41571,24.41571,38.47,-11.5,0.08678135,0.09596744,0.04781934,0.07131057
-110.0365,37.60096,2024,NT,8.5,sc58,6,0,59,10,11,14,0,2.125681,42.235,56,0.05868524,7.15,3.79,3.79,2.57978,27.54582,27.54582,47.12,-11.58,0.1343482,0.06618152,0.04552474,0.05361969
-110.0365,37.60096,2024,NT,8.5,sc59,6,0,59,10,11,14,0,2.782979,36.197,69,0.2682082,15.44,9.44,5.49,1.64011,24.12424,1.64011,37.6,-9.99,0.1035558,0.0716781,0.05128449,0.06587773
-110.0365,37.60096,2024,NT,8.5,sc60,6,0,59,10,11,14,0,3.385331,37.068,73,0.0919717,1.89,7.73,5.03,1.959121,24.48435,12.73147,37.51,-10.25,0.07598934,0.0476994,0.04706382,0.0971809
-110.0365,37.60096,2024,NT,8.5,sc61,6,0,59,10,11,14,0,2.244213,37.457,44,0.04852154,4.23,4.19,,5.423352,25.00217,,38.67,-7,0.1109274,0.05751974,0.04501214,0.07607998
-110.0365,37.60334,2021,NT,4.5,sc22,0,0,80,9,6,6,0,3.364864,36.099,73,0.1097708,6.27,6.6,,1.601389,24.29103,,36.72,-12.66,0.113157,0.07779692,0.04589089,0.05847894
-110.0365,37.60334,2021,NT,4.5,sc23,0,0,80,9,6,6,0,2.495229,36.3,71,0.000107412,6.94,3.35,6.28,1.352667,23.90576,11.95277,37.7,-18.77,0.1335661,0.08654355,0.04148914,0.09395594
-110.0365,37.60334,2021,NT,4.5,sc24,0,0,80,9,6,6,0,2.68914,37.201,87,0.02718948,5.75,5.4,,-0.3426111,25.34,,37.54,-16.12,0.1125969,0.0836155,0.04284836,0.08927063
-110.0365,37.60334,2021,NT,4.5,sc25,0,0,80,9,6,6,0,3.084728,36.529,84,0.003202693,11.34,5.43,,0.2393889,24.45766,,38.02,-14.29,0.1209938,0.0794054,0.0419985,0.04471915
-110.0365,37.60334,2021,NT,4.5,sc26,0,0,80,9,6,6,0,1.096201,37.04,81,5.74E-05,7.52,1.43,1.43,0.904,25.68196,25.68196,37.82,-14.52,0.1312696,0.09244757,0.04080456,0.04964235
-110.0365,37.60334,2021,NT,4.5,sc27,0,0,80,9,6,6,0,2.333843,35.611,81,0.07471384,9.33,4.85,9.19,-1.832833,24.43848,12.68929,36.12,-23.58,0.08394774,0.08276269,0.04393459,0.08752601
-110.0365,37.60334,2021,NT,4.5,sc28,0,0,80,9,6,6,0,2.142823,36.024,71,0.000637033,7.6,3.43,3.55,1.227944,23.30734,11.74033,36.61,-10.96,0.1226098,0.07270378,0.04162855,0.06842875
-110.0365,37.60334,2021,NT,4.5,sc29,0,0,80,9,6,6,0,4.562275,34.064,71,0.1708053,6.77,11.41,7.19,1.305722,23.00293,12.1406,34.67,-16.65,0.09548899,0.08130691,0.04869764,0.05223306
-110.0365,37.60334,2021,NT,4.5,sc30,0,0,80,9,6,6,0,5.271855,33.238,74,0.09707914,6.65,11.09,6.65,0.9061667,21.30255,21.30255,34.25,-13.66,0.1356775,0.08644816,0.04608772,0.04690862
-110.0365,37.60334,2021,NT,4.5,sc31,0,0,80,9,6,6,0,3.508976,34.99,45,0.03272589,11.97,6.33,6.33,4.021611,24.14859,24.14859,35.24,-7.69,0.1322562,0.09851786,0.04358678,0.1066328
-110.0365,37.60334,2021,NT,4.5,sc32,0,0,80,9,6,6,0,2.78189,36.623,74,0.000172002,4.18,4.03,,0.7200556,24.78272,,38.48,-20.29,0.1278913,0.06079217,0.04175945,0.1001911
-110.0365,37.60334,2021,NT,4.5,sc33,0,0,80,9,6,6,0,2.726815,35.76,79,0.01201242,1.73,4.85,1.73,0.5101111,23.30614,0.5101111,36.8,-16.71,0.05057936,0.04301689,0.04244549,0.09272469
-110.0365,37.60334,2021,NT,4.5,sc34,0,0,80,9,6,6,0,2.356754,35.843,87,0.000744332,1.03,4.05,4.05,1.580944,24.28842,24.28842,36.61,-13.96,0.07271877,0.05546813,0.04163273,0.08435169
-110.0365,37.60334,2021,NT,4.5,sc35,0,0,80,9,6,6,0,5.110817,35.799,65,0.06226829,4.62,10.53,4.62,1.259667,23.23571,1.259667,36.35,-19.93,0.1305148,0.07682965,0.04501768,0.1011589
-110.0365,37.60334,2021,NT,4.5,sc36,0,0,80,9,6,6,0,5.222529,35.134,82,0.001129585,4.19,8.42,,0.2681111,23.55092,,36.26,-12.24,0.07160914,0.050516,0.04276118,0.05494486
-110.0365,37.60334,2021,NT,4.5,sc37,0,0,80,9,6,6,0,4.219826,35.61,67,0.004929192,8.62,7.9,7.79,1.6395,22.21614,10.70676,37.48,-12.17,0.1312513,0.0819029,0.04337165,0.06977592
-110.0365,37.60334,2021,NT,4.5,sc38,0,0,80,9,6,6,0,5.213675,39.71,65,0.5985271,7.59,15.41,7.62,1.622444,23.92908,11.52277,40.72,-10.95,0.1235233,0.07321135,0.06344728,0.09677896
-110.0365,37.60334,2021,NT,4.5,sc39,0,0,80,9,6,6,0,0.4556855,37.475,74,1.89E-08,8.06,0.46,0.46,1.185722,24.08701,24.08701,38.3,-8.48,0.1204979,0.07661067,0.04033482,0.05944218
-110.0365,37.60334,2021,NT,4.5,sc40,0,0,80,9,6,6,0,4.962542,34.584,84,0.1607608,4.45,10.83,4.45,-1.322667,23.11946,-1.322667,35.59,-16.32,0.1099807,0.08162613,0.04857867,0.09640404
-110.0365,37.60334,2021,NT,4.5,sc41,0,0,80,9,6,6,0,5.312238,35.84,75,0.2010814,9.13,10.65,7.01,0.4464444,23.79641,11.19745,37.43,-13.65,0.1296583,0.07404207,0.0495117,0.06043049
-110.0365,37.60334,2021,NT,8.5,sc42,0,0,80,9,6,6,0,2.451262,35.824,79,0.001136588,8.63,4.39,7.51,0.8378889,23.7306,12.34082,37.11,-16.47,0.1231027,0.07536766,0.04215949,0.07762037
-110.0365,37.60334,2021,NT,8.5,sc43,0,0,80,9,6,6,0,1.335992,37.437,78,0.000475066,11.5,1.53,1.53,0.108,23.59576,23.59576,38.09,-17.79,0.1311053,0.08509181,0.0414054,0.07977858
-110.0365,37.60334,2021,NT,8.5,sc44,0,0,80,9,6,6,0,3.591489,36.823,58,0.2109533,10.71,12.11,,3.492389,24.34255,,38.1,-9.72,0.1273347,0.07664651,0.04973366,0.08254018
-110.0365,37.60334,2021,NT,8.5,sc45,0,0,80,9,6,6,0,2.718322,37.302,78,0.1356832,10.4,6.95,6.42,0.699,25.05679,13.05288,38.79,-12.82,0.1340754,0.08495457,0.0459462,0.08205442
-110.0365,37.60334,2021,NT,8.5,sc46,0,0,80,9,6,6,0,1.711747,35.78,81,0.1322756,6.71,3.94,5.56,2.276889,23.45832,11.6144,36.62,-10.4,0.1181548,0.06924245,0.04577134,0.05727056
-110.0365,37.60334,2021,NT,8.5,sc47,0,0,80,9,6,6,0,2.503986,35.868,75,0.000696215,13.14,4.57,13.14,-0.5297778,24.92582,10.90945,36.97,-21.97,0.1338313,0.0853998,0.04230907,0.08629681
-110.0365,37.60334,2021,NT,8.5,sc48,0,0,80,9,6,6,0,2.993178,35.879,64,0.08033786,16.62,7.41,9.09,0.9175556,23.44033,23.44033,37.07,-11.74,0.1408148,0.07860463,0.04449878,0.06805635
-110.0365,37.60334,2021,NT,8.5,sc49,0,0,80,9,6,6,0,2.641443,36.745,70,0.000309305,11.62,4.28,4.28,0.8938333,24.06935,24.06935,38.56,-23,0.1354403,0.06793696,0.04187264,0.05155834
-110.0365,37.60334,2021,NT,8.5,sc50,0,0,80,9,6,6,0,5.361343,32.592,83,0.1570048,11.24,13.21,11.24,-1.761444,22.20755,-1.761444,33.23,-20.66,0.1336742,0.08672567,0.04875763,0.08530437
-110.0365,37.60334,2021,NT,8.5,sc51,0,0,80,9,6,6,0,4.564508,34.845,77,0.2940895,3.47,12.3,3.47,-0.05655556,23.99473,-0.05655556,35.83,-15.31,0.1294753,0.06259475,0.05231005,0.1021512
-110.0365,37.60334,2021,NT,8.5,sc52,0,0,80,9,6,6,0,4.560946,34.563,87,0.3212707,17.27,10.32,,-4.181278,23.28668,,35.91,-18.21,0.1215986,0.09071595,0.05308265,0.07210882
-110.0365,37.60334,2021,NT,8.5,sc53,0,0,80,9,6,6,0,3.085597,35.894,85,0.004754458,1.88,4.8,9.11,0.5403333,23.83924,12.68582,37.44,-13.72,0.04530031,0.04248696,0.04206847,0.08991055
-110.0365,37.60334,2021,NT,8.5,sc54,0,0,80,9,6,6,0,2.161695,36.759,82,0.001362228,10.58,3.16,,-0.7814444,25.16592,,37.16,-15.03,0.08480481,0.08435547,0.04171961,0.04400336
-110.0365,37.60334,2021,NT,8.5,sc55,0,0,80,9,6,6,0,6.496655,35.374,73,0.290849,8.1,13.61,6.96,1.774,21.97158,11.18424,36.65,-12.49,0.1319518,0.08212023,0.05268618,0.08423501
-110.0365,37.60334,2021,NT,8.5,sc56,0,0,80,9,6,6,0,4.676601,34.575,80,0.3612782,9.93,11.17,11.17,0.8371667,22.88038,22.88038,35.58,-13.08,0.1384642,0.08176505,0.05543312,0.06984389
-110.0365,37.60334,2021,NT,8.5,sc57,0,0,80,9,6,6,0,2.678914,36.619,47,0.072459,9.02,5.87,,4.739,24.2156,,39.41,-7.7,0.09990902,0.07929908,0.04407625,0.05953402
-110.0365,37.60334,2021,NT,8.5,sc58,0,0,80,9,6,6,0,5.181792,40.314,59,0.2051496,3.39,13.26,,1.645722,25.73935,,45.95,-21.91,0.07880099,0.04806825,0.05003803,0.05128203
-110.0365,37.60334,2021,NT,8.5,sc59,0,0,80,9,6,6,0,3.487906,35.95,52,0.1022575,3.87,7.72,3.76,4.022056,24.51212,4.022056,37.16,-7.88,0.08648813,0.05333695,0.04489742,0.1169191
-110.0365,37.60334,2021,NT,8.5,sc60,0,0,80,9,6,6,0,3.159439,35.889,89,0.0770764,3.27,7.2,,-2.058944,23.34136,,36.93,-16.7,0.04929147,0.0756504,0.04523982,0.09029344
-110.0365,37.60334,2021,NT,8.5,sc61,0,0,80,9,6,6,0,1.034048,36.828,49,0.01344378,13.12,1.81,1.81,3.225222,24.44598,24.44598,37.98,-15.54,0.1298335,0.08250589,0.04147992,0.09903667
-110.0365,37.60334,2022,NT,4.5,sc22,0,0,80,9,6,6,0,2.810961,36.542,76,0.2126555,2.12,4.92,,2.029444,24.95272,,37.62,-7.76,0.08076582,0.07805595,0.04768812,0.05188762
-110.0365,37.60334,2022,NT,4.5,sc23,0,0,80,9,6,6,0,3.101263,36.446,65,0.000976817,17.95,5.09,17.95,1.908056,24.25473,10.90385,37.92,-11.71,0.1386599,0.07758832,0.0420812,0.1018142
-110.0365,37.60334,2022,NT,4.5,sc24,0,0,80,9,6,6,0,3.383828,36.052,60,0.04638852,6.73,7.45,7.45,2.341611,24.70304,24.70304,38.16,-7.95,0.1290996,0.06961252,0.04410776,0.0860836
-110.0365,37.60334,2022,NT,4.5,sc25,0,0,80,9,6,6,0,2.643907,37.096,79,0.008934106,10.84,4.36,13.86,0.267,24.55614,10.87125,38.4,-12.87,0.1190675,0.09105546,0.04159482,0.05275828
-110.0365,37.60334,2022,NT,4.5,sc26,0,0,80,9,6,6,0,4.173415,35.154,89,0.1233015,4.32,8.78,4.32,-3.659,22.56304,-3.659,37.59,-29.6,0.04664323,0.06990383,0.04689585,0.05988792
-110.0365,37.60334,2022,NT,4.5,sc27,0,0,80,9,6,6,0,3.025745,36.279,72,0.0957794,2.92,6.75,,0.9007778,24.57668,,37.14,-20.28,0.07825246,0.0528551,0.04550749,0.05644157
-110.0365,37.60334,2022,NT,4.5,sc28,0,0,80,9,6,6,0,3.979789,37.306,77,0.333817,7.93,13.88,7.93,-0.3213333,24.51859,-0.3213333,38.73,-15.29,0.09865192,0.07424755,0.0533931,0.04401523
-110.0365,37.60334,2022,NT,4.5,sc29,0,0,80,9,6,6,0,2.30662,37.885,72,0.000470323,5.68,3.56,2.01,0.1100556,25.14946,0.1100556,39.1,-17.7,0.09891281,0.05742695,0.04145435,0.04473226
-110.0365,37.60334,2022,NT,4.5,sc30,0,0,80,9,6,6,0,4.499604,36.597,72,0.1569536,4.85,9.98,5.87,1.633333,24.41315,11.69484,38.62,-11.6,0.05958712,0.07346971,0.04793572,0.07173774
-110.0365,37.60334,2022,NT,4.5,sc31,0,0,80,9,6,6,0,4.159419,36.063,49,0.1392175,5.6,7.76,13.63,3.802833,23.74571,13.26352,37.16,-7.44,0.121527,0.06853473,0.04730548,0.09623664
-110.0365,37.60334,2022,NT,4.5,sc32,0,0,80,9,6,6,0,1.964209,37.539,63,0.00026373,3.25,3.28,8.47,3.125389,24.6312,13.21615,39.28,-9.02,0.1095588,0.05690443,0.04133538,0.07837997
-110.0365,37.60334,2022,NT,4.5,sc33,0,0,80,9,6,6,0,1.851658,36.932,76,0.1477255,8.49,5.32,,-0.5137778,23.4088,,37.56,-19.28,0.1260726,0.07755446,0.04594064,0.1087017
-110.0365,37.60334,2022,NT,4.5,sc34,0,0,80,9,6,6,0,2.601001,34.984,72,0.2006014,3.07,12.36,14.71,2.063722,24.61348,12.59687,35.34,-12.14,0.1143973,0.0871737,0.04876412,0.106923
-110.0365,37.60334,2022,NT,4.5,sc35,0,0,80,9,6,6,0,1.776752,36.358,80,0.000162453,4.49,2.1,2.1,2.173833,23.92533,23.92533,37.62,-15.18,0.09553559,0.07360057,0.04091347,0.07354918
-110.0365,37.60334,2022,NT,4.5,sc36,0,0,80,9,6,6,0,2.729952,36.154,75,0.04566939,2.55,7.7,9.6,2.253222,24.56516,12.0656,36.79,-9.94,0.07080714,0.05339488,0.04426713,0.07885626
-110.0365,37.60334,2022,NT,4.5,sc37,0,0,80,9,6,6,0,1.928697,36.137,68,0.000114203,3.25,2.6,2.6,1.685,24.25538,24.25538,37.47,-14.59,0.07745959,0.05424501,0.04121713,0.05401703
-110.0365,37.60334,2022,NT,4.5,sc38,0,0,80,9,6,6,0,4.858238,38.485,75,0.3164024,6.91,11.51,11.51,0.5628333,23.76902,23.76902,39.88,-11.7,0.1125414,0.07242833,0.05387883,0.08659511
-110.0365,37.60334,2022,NT,4.5,sc39,0,0,80,9,6,6,0,3.382263,36.576,68,0.03008876,3.7,6.01,,2.43,25.30875,,37.66,-12.65,0.07846901,0.0615086,0.04347873,0.04532022
-110.0365,37.60334,2022,NT,4.5,sc40,0,0,80,9,6,6,0,3.546351,38.082,81,0.000369655,7.04,5.17,,0.1210556,25.78076,,38.95,-12.16,0.1241188,0.08258347,0.04188325,0.08564944
-110.0365,37.60334,2022,NT,4.5,sc41,0,0,80,9,6,6,0,2.207437,37.69,79,0.000792804,6.09,3.5,6.09,-0.9433333,25.6575,-0.9433333,39.1,-26.09,0.08598305,0.07501037,0.04171154,0.04498163
-110.0365,37.60334,2022,NT,8.5,sc42,0,0,80,9,6,6,0,2.91123,36.506,72,0.000533146,11.29,4.65,7.6,0.9612222,23.74962,0.9612222,37.89,-12.85,0.1342678,0.08363038,0.04215559,0.07307803
-110.0365,37.60334,2022,NT,8.5,sc43,0,0,80,9,6,6,0,5.21107,36.687,58,0.1185569,8.07,11.02,6.88,2.359111,23.63288,11.62054,37.46,-8.03,0.1272352,0.09019881,0.04673751,0.09514029
-110.0365,37.60334,2022,NT,8.5,sc44,0,0,80,9,6,6,0,2.961003,36.87,62,0.1475508,6.3,7.39,4.19,2.391833,24.48668,14.54962,38.33,-15.21,0.1218353,0.06306745,0.04721329,0.05695752
-110.0365,37.60334,2022,NT,8.5,sc45,0,0,80,9,6,6,0,3.826209,38.126,63,0.03710086,2.23,6.94,2.23,2.693611,25.25408,2.693611,39.45,-8.4,0.1072125,0.07729777,0.04310871,0.06272612
-110.0365,37.60334,2022,NT,8.5,sc46,0,0,80,9,6,6,0,1.443741,38.88,76,0.000112704,4.79,2,4.79,3.082556,26.16136,26.16136,39.59,-7.64,0.08629044,0.05504663,0.04033759,0.05496088
-110.0365,37.60334,2022,NT,8.5,sc47,0,0,80,9,6,6,0,2.176019,37.114,72,0.1587772,15.26,5.57,5.57,0.4206667,23.3938,23.3938,39.47,-12.03,0.1170237,0.06807185,0.04731792,0.05472786
-110.0365,37.60334,2022,NT,8.5,sc48,0,0,80,9,6,6,0,4.457816,38.354,83,0.1305535,2.18,9.71,,1.273389,25.91522,,39.92,-12.97,0.12332,0.06037211,0.0469472,0.04690064
-110.0365,37.60334,2022,NT,8.5,sc49,0,0,80,9,6,6,0,2.148019,36.453,61,0.001745284,4.97,2.82,,2.740556,24.34065,,37.49,-9.55,0.1147354,0.08710772,0.04068559,0.08981469
-110.0365,37.60334,2022,NT,8.5,sc50,0,0,80,9,6,6,0,5.68329,32.549,75,0.1379151,7.5,12.78,8.85,0.3485,20.84908,14.41352,33.66,-12.72,0.1291282,0.08475365,0.04768834,0.0761878
-110.0365,37.60334,2022,NT,8.5,sc51,0,0,80,9,6,6,0,2.798378,38.182,64,0.1832626,6.95,7.85,13.11,0.834,25.12543,25.12543,38.83,-17.54,0.09745609,0.08268185,0.04797751,0.09704609
-110.0365,37.60334,2022,NT,8.5,sc52,0,0,80,9,6,6,0,2.341144,37.688,61,0.003023096,3.53,3.42,3.42,4.064556,24.63837,24.63837,39.34,-8.24,0.1077755,0.07055985,0.04180789,0.04295004
-110.0365,37.60334,2022,NT,8.5,sc53,0,0,80,9,6,6,0,2.520431,35.82,80,0.000135364,2.48,3.49,2.2,0.6927778,23.53359,11.54543,36.48,-10.98,0.08776925,0.05008187,0.04126062,0.09138742
-110.0365,37.60334,2022,NT,8.5,sc54,0,0,80,9,6,6,0,3.827488,36.614,72,0.321314,10.74,8.66,8.66,2.407278,25.03418,9.753478,37.32,-9.81,0.1175393,0.07289303,0.0528329,0.04686537
-110.0365,37.60334,2022,NT,8.5,sc55,0,0,80,9,6,6,0,4.850602,35.694,54,0.1934117,6.58,8.91,8.91,3.718667,23.77804,23.77804,37.68,-8,0.128176,0.09389044,0.04841846,0.07186212
-110.0365,37.60334,2022,NT,8.5,sc56,0,0,80,9,6,6,0,1.878574,37.032,81,0.03332216,5.01,3.79,,0.4218333,23.70957,,37.82,-15.35,0.1024938,0.06243268,0.04323042,0.07294097
-110.0365,37.60334,2022,NT,8.5,sc57,0,0,80,9,6,6,0,2.142627,39.052,48,0.00817028,1.84,3.76,,4.971,26.06266,,40.99,-6.51,0.04680975,0.07134441,0.04211995,0.09842481
-110.0365,37.60334,2022,NT,8.5,sc58,0,0,80,9,6,6,0,2.500473,40.715,56,0.02586106,5.07,4.68,5.07,2.526556,26.19826,2.526556,42.58,-11.98,0.1188841,0.07780531,0.04277456,0.05329657
-110.0365,37.60334,2022,NT,8.5,sc59,0,0,80,9,6,6,0,4.932255,36.813,79,0.2249941,8.98,10.39,10.39,-0.4501667,23.85978,23.85978,37.67,-18.87,0.1267193,0.0766639,0.05042633,0.0724043
-110.0365,37.60334,2022,NT,8.5,sc60,0,0,80,9,6,6,0,4.232522,35.689,81,0.07794262,7.57,8.22,,-0.515,24.11582,,36.59,-14.97,0.1344445,0.08520096,0.04519019,0.06433963
-110.0365,37.60334,2022,NT,8.5,sc61,0,0,80,9,6,6,0,1.879276,37.694,77,0.01256231,6.61,3.51,6.61,1.215778,24.62136,1.215778,38.53,-11.88,0.1335084,0.06831432,0.04202128,0.07628057
-110.0365,37.60334,2023,NT,4.5,sc22,0,0,80,9,6,6,0,2.426695,36.627,76,0.008415239,2.96,5.44,5.44,0.7305556,24.35288,0.7305556,38.3,-13.26,0.06969944,0.05779427,0.0419639,0.09723665
-110.0365,37.60334,2023,NT,4.5,sc23,0,0,80,9,6,6,0,4.045534,34.907,81,0.00050536,10.81,5.86,5.86,0.08177778,23.54701,23.54701,36.44,-11.85,0.1306112,0.06995975,0.04184792,0.07055303
-110.0365,37.60334,2023,NT,4.5,sc24,0,0,80,9,6,6,0,1.881598,37.628,75,0.000343876,3.54,2.54,,1.588444,25.92565,,38.14,-10.04,0.1169525,0.05854286,0.0414191,0.04469677
-110.0365,37.60334,2023,NT,4.5,sc25,0,0,80,9,6,6,0,5.110859,36.279,55,0.3886255,13.12,15.2,3.42,1.998611,24.90924,14.1294,38.55,-14.64,0.1162978,0.08202557,0.05624555,0.04993424
-110.0365,37.60334,2023,NT,4.5,sc26,0,0,80,9,6,6,0,0.5539563,36.726,74,1.89E-08,8.46,0.56,3.89,1.607056,23.86701,12.84714,37.94,-10.17,0.08677736,0.07672872,0.04013882,0.05226106
-110.0365,37.60334,2023,NT,4.5,sc27,0,0,80,9,6,6,0,3.289994,35.971,65,0.00022063,4.83,5.02,4.83,3.185111,23.26777,3.185111,37.16,-11.16,0.09494537,0.06738218,0.04195147,0.06955472
-110.0365,37.60334,2023,NT,4.5,sc28,0,0,80,9,6,6,0,2.708222,35.649,86,0.000261562,2.69,3.85,3.85,-0.3752222,24.02092,24.02092,36.58,-19.06,0.06393995,0.04549939,0.04152478,0.09056
-110.0365,37.60334,2023,NT,4.5,sc29,0,0,80,9,6,6,0,3.486765,35.862,72,0.02387117,4.96,7.76,,0.4326111,22.98647,,37.79,-20.28,0.07416651,0.07753924,0.04343205,0.08485916
-110.0365,37.60334,2023,NT,4.5,sc30,0,0,80,9,6,6,0,2.367149,36.9,76,0.05072969,11.25,4.99,2.82,-0.6285556,24.62701,12.01353,38.14,-17.14,0.1172177,0.08158173,0.04305966,0.1155725
